city,event_url
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260413/1cf23eb3-e294-4be3-9718-d50e2ad7615a/infrastructure-summit
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260413/5271ad12-91bc-44b1-a604-3d2ced44476b/2026-butler-texas-young-masters-celebration
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260414/8adde795-0e72-481a-99f1-649df0d6ddb2/resound-and-live-nation-present-the-moss-at-mohawk-on-4-14-26
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260414/46b01253-4bc0-42bb-9e57-755a4e325d46/resound-presents-hirs-commitment-at-29th-street-ballroom-on-4-14
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260414/f596695c-9168-4062-a788-dd4cbdeef94e/resound-presents-caroline-kingsbury-w-bershy-at-brushy-street-commons-on-4-14
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260414/e90c77fd-fd91-48d8-ad32-3f062477cea7/mamma-mia
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260415/7dc9010e-32f2-4992-aade-cdcb50b61376/homebuying-101
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260415/0bacaa02-c75a-4192-9739-11f9722fe957/resound-presents-surfer-girl-w-doublecamp-and-dylan-cotrone-at-29th-st-ballroom-on-4-15
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260416/83a1e156-3537-4191-a8b0-14f4ac886851/everclear-live-at-haute-spot
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260416/8a997026-16bf-41b6-aabf-e46beb4f657d/resound-presents-gridiron-at-29th-street-ballroom-on-4-16
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260416/e99e04fd-b5cf-46b6-a54b-64d7b4c91f0a/resound-presents-mgna-crrrta-w-tommy-fleece-at-brushy-street-commons-on-4-16
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260416/31c766e1-af0b-4b60-840f-4a864497e817/little-women-by-kate-hamill
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260417/ee823486-40a0-4a55-a79e-5f69cd1ad279/lives-remembered-black-history-in-pease-park
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260417/b6a14602-838d-4517-93cb-a203af6053b4/georgetown-s-spring-art-stroll-returns-april-17-2026
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260417/91168b46-9a55-47a4-8504-edcd8aa67e8e/resound-presents-daniel-romanos-outfit-w-uni-boys-at-29th-street-ballroom-on-4-17
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260417/89292472-2255-44c5-80bb-15feb34edaf1/hair-metal-giants-live-at-haute-spot
